,Unnamed: 0.1,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail,surface_total_in_m2_reliable,surface_covered_in_m2_reliable,rooms_number,rooms_1,rooms_number_2,rooms_2,rooms_3,pileta,galeria,seguridad,sotano,amenities,terraza,metrobus,subte,cochera,consultorio,place_name_raw,rooms_log,rooms_log_squared,surface_uncovered,surface_uncovered_log,has_surface_uncovered,surface_total_log,surface_total_log_squared,pileta_True,galeria_True,seguridad_True,sotano_True,amenities_True,terraza_True,metrobus_True,subte_True,cochera_True,consultorio_True,has_surface_uncovered_True,property_type_apartment,property_type_house,property_type_store,place_name_Almagro,place_name_Balvanera,place_name_Barracas,place_name_Barrio Norte,place_name_Belgrano,place_name_Boca,place_name_Boedo,place_name_Caballito,place_name_Capital Federal,place_name_Centro / Microcentro,place_name_Chacarita,place_name_Coghlan,place_name_Colegiales,place_name_Congreso,place_name_Constitución,place_name_Flores,place_name_Floresta,place_name_Las Cañitas,place_name_Liniers,place_name_Mataderos,place_name_Monserrat,place_name_Nuñez,place_name_Once,place_name_Otros barrios,place_name_Palermo,place_name_Palermo Chico,place_name_Palermo Hollywood,place_name_Palermo Soho,place_name_Parque Chacabuco,place_name_Parque Patricios,place_name_Paternal,place_name_Puerto Madero,place_name_Recoleta,place_name_Retiro,place_name_Saavedra,place_name_San Cristobal,place_name_San Nicolás,place_name_San Telmo,place_name_Tribunales,place_name_Villa Crespo,place_name_Villa Devoto,place_name_Villa Lugano,place_name_Villa Luro,place_name_Villa Pueyrredón,place_name_Villa Urquiza,place_name_Villa del Parque,rooms_log_scaled,rooms_log_squared_scaled,surface_covered_in_m2_scaled,surface_uncovered_log_scaled,surface_total_log_scaled,surface_total_log_squared_scaled,price_usd_per_m2_pred,price_aprox_usd_pred,sobrevaluado,subvaluado,magnitud_sobrevaluacion,magnitud_subvaluacion
56787,56787,sell,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,Argentina,Capital Federal,3430348.0,"-34.552129,-58.46838",-34.552129,-58.46838,2618000.0,ARS,2590690.06,146827.06,44.0,44.0,3336.978554097182,59500.0,,1.0,,http://www.properati.com.ar/19rpm_venta_departamento_nunez_balcon_parrilla_piscina_sum_garage_amenities_placard_aire-acondicionado_losa-radiante_subte-linea-d_re-max-total-v,"Corredor Responsable: Jorge Salafia - CUCICBA 5666Contacto: Marta Peña - MLS ID # 420211006-171ULTIMAS  4 UNIDADES!!!!!!!Fideicomiso al costo en pesos. Edificio RONCHAMP II. Entrega Agosto 2018.  Departamento de 1 ambiente al frente, con vista totalmente abierta, orientación norte. Amplio ambiente apaisado, totalmente divisible con aberturas a lo largo,cocina integrada, baño completo, y balcón. Doble placard con interiores. Muy alto nivel de calidad de terminaciones. Edificio con amenities: SUM, solarium, piscina y parrilla. Garita Seguridad. Pisos de madera pulidos y plastificados. Cocina completa,con horno y anafe de acero inoxidable. Losa radiante eléctrica sectorizada. Portero visor. Canalización para aire acondicionado, teléfono y video. Espejo en baño. Hall de acceso al edificio de mármol.Cocheras desde $430.000.- OPCION PRECIO FIJO SIN MAYORES COSTOS POR PAGO ANTICIPADO!!!! (Base marzo 2017) Ubicado a una cuadra de Av. Cabildo 3500 (metrobus), a 6 cuadras de estación Congreso de Tucumán de la linea D de subte y a 7 cuadras de la estación Nuñez del Ferrocarril Mitre.  ",FIDEICOMISO CATEGORIA NUÑEZ- ENTREGA AGOSTO 2018,https://thumbs4.properati.com/7/dHKrSACSoDq4ZFxmAbNxIfSiM3U=/trim/198x0/smart/filters:strip_icc()/remax.com.ar/UserImages/42/L_932b49a3e15a4be2aecca4ffdb09d6f3_iList.jpg,True,True,1.0,1.0,,1.0,1.0,True,False,True,False,True,False,True,True,True,False,Nuñez,0.6931471805599453,0.4804530139182014,0.0,0.0,False,3.784189633918261,14.320091185454423,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9376934160154284,-1.6618499419786872,-0.2645986027947083,-1.0085025601740178,-0.6636289171719362,-0.6357740095994395,3321.5165732027435,146146.7292209207,False,False,1.0046550967167174,0.9953664728005357
118565,118565,sell,house,Mataderos,|Argentina|Capital Federal|Mataderos|,Argentina,Capital Federal,3430787.0,,,,350000.0,USD,6175575.0,350000.0,90.0,90.0,3888.888888888889,3888.888888888889,,,,http://www.properati.com.ar/1ceuo_venta_casa_mataderos_terraza_garage_fj-lujan_evj,"Venta lote 130 m2 en barrio Naón, Zelada y fragata Trinidad.Lote en esquina de 26,50 de largo, por Fragata Trinidad. La casa actualmente consta de garage de 3,85 x 9 m. Dormitorio 5,85 x 4,70, comedor de 6 x 3,50 y baño sin terminar 2 x 2 y el principal con yacuzzi.Terraza de la superficie. Hay planos del proyecto. ",Casa - Mataderos,https://thumbs4.properati.com/6/vjKCLpb9RWKzxmZIYp4dhc_ueQE=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/pictures/104007671616386702454022023537180737385986652358109893093306592497101076517493.jpg,True,True,,,,,3.0,False,False,False,False,False,True,False,False,False,False,Mataderos,1.3862943611198906,1.9218120556728056,0.0,0.0,False,4.499809670330265,20.24828706919777,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,0.02424613876084618,-1.0085025601740178,0.3183549574792152,0.21594198364603323,1505.219987916955,135469.79891252596,True,False,2.5836016795595755,0.3870565683215027
73864,73864,sell,apartment,Caballito,|Argentina|Capital Federal|Caballito|,Argentina,Capital Federal,3435874.0,"-34.6089514961,-58.4489033124",-34.608951496100005,-58.4489033124,205000.0,USD,3617122.5,205000.0,88.0,75.0,2329.5454545454545,2733.333333333333,,,1.0,http://www.properati.com.ar/1ao89_venta_departamento_caballito_repetto-nicolas-dr-_1100_balcon_suite_gimnasio_lavadero_parrilla_piscina_sum_vestidor_garage_amenities_oslo-propiedades_gf8,"Excelente 3 ambientes de 88m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Suite con Vestidor, 2do Baño completo. Cuenta con Cocina Americana. Gran Balcon corrido.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",3 Ambientes de 88m2 en Emprendimiento Premium en Caballito,https://thumbs4.properati.com/2/5_ExqO7SUPXUpZbl_ZJzs9yzKEE=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/pictures/15894169171876974566790681532038221133925701584039942717043048839983560251806.jpg,True,True,3.0,3.0,,3.0,3.0,True,False,True,False,True,False,False,False,True,False,Caballito,1.3862943611198906,1.9218120556728056,13.0,2.6390573296152584,True,4.477336814478207,20.046544950281856,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.06994236392031289,0.7912543082420921,0.2875173887399078,0.18695728196586314,2855.351007535133,251270.8886630917,False,False,0.8158525688778357,1.2257116520150815
19347,19347,sell,apartment,Boedo,|Argentina|Capital Federal|Boedo|,Argentina,Capital Federal,3436003.0,"-34.6308072,-58.4178488",-34.63080720000001,-58.4178488,139500.0,USD,2461407.75,139500.0,54.0,50.0,2583.333333333333,2790.0,,,,http://www.properati.com.ar/179kw_venta_departamento_boedo_garage_subte-linea-e_burlini-propiedades,"Departamento a estrenar, al frente, 56m2, excelente ubicación Castro Barros 1526, posee carpintería DVH, cocina-comedor con bajada para lavarropas y pisos de porcelanato, dos dormitorios con placard, instalación para aire acondicionado en living y dormitorio y un baño completo con bañera, El edificio posee un SUM con balcon terraza y parrilla. Se aceptan Permutas por casas, departamentos y lotes en Capital y Provincia.  Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",Ideal departamento de 3 ambientes.,https://thumbs4.properati.com/4/yhAkNNEkBKo41VxkWtPtqLNRn1o=/trim/198x0/smart/filters:strip_icc()/burlinipropiedades.com/photos/3-1-SAM_4271.JPG,True,True,,,3.0,3.0,3.0,False,False,False,False,False,True,False,False,False,False,Boedo,1.3862943611198906,1.9218120556728056,4.0,1.6094379124341003,True,3.9889840465642745,15.911993723744294,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.22692320172224467,0.08908516734035389,-0.38260714499609816,-0.40706212521862206,1818.6986275068616,98209.72588537053,False,False,1.4204295831435583,0.70401237193814
35920,35920,sell,apartment,Constitución,|Argentina|Capital Federal|Constitución|,Argentina,Capital Federal,3435257.0,"-34.622755,-58.387249",-34.622755,-58.387249,115000.0,USD,2029117.5,115000.0,56.0,56.0,2053.5714285714284,2053.5714285714284,3.0,3.0,,http://www.properati.com.ar/18fpn_venta_departamento_constitucion_balcon_lavadero_impecable_subte-linea-e_subte-linea-c_re-max-capital,"Corredor Responsable: Cristian Arnal Ponti - C.U.C.I.C.B.A 3570Contacto: Carolina Avogadro - MLS ID # 221136-30Impecable departamento de 56 mts muy bien aprovechados. Hall de entrada, cuarto/escritorio chico y cuarto principal con mucha luz y salida a balcón al frente. Living y comedor. Baño completo. Cocina reciclada y lavadero. Pisos de roble de eslavonia y vitreaux originales. Servicios individuales Expensas $2655 Aysa $365 ABL $229",Venta lindísimo 3 ambientes antiguo impecable!,https://thumbs4.properati.com/2/6U2J5tfuoYTR4KWDEM3FqBrPQVM=/trim/198x0/smart/filters:strip_icc()/remax.com.ar/UserImages/42/L_8a4a9099959d432cac9bee4544a9e9ce_iList.jpg,True,True,,3.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,Constitución,1.3862943611198906,1.9218120556728056,0.0,0.0,False,4.02535169073515,16.203456234104326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.18924780064978103,-1.0085025601740178,-0.3327029523830652,-0.3651871119138388,1717.1565023080886,96160.76412925296,False,False,1.1959139576451843,0.836180557645678
106462,106462,sell,apartment,Capital Federal,|Argentina|Capital Federal|,Argentina,Capital Federal,3433955.0,,,,96500.0,USD,1702694.25,96500.0,57.0,49.0,1692.982456140351,1969.3877551020407,,,,http://www.properati.com.ar/1bwen_venta_departamento_capital-federal_balcon_gimnasio_lavadero_parrilla_sum_garage_nativa-soluciones-inmobiliarias_gpj,"Venta de Departamento 2 AMBIENTES en Centro / Microcentro.El departamento vale 96.500 dolares , anticipo al boleto de 27.500 dolares , 20 cuotas mensuales de 2.400 dolares y refuerzo mes 12 de 20.000 dolares.El edificio lo integrarán 5 locales comerciales, 8 plantas de cocheras, y 8 pisos con unidades de vivienda de 1 y 2 ambientes, estudios profesionales con balcón, al fte y cfte., a los que se suman sectores de parrilla, solárium, gimnasio, laundry y 1 salón de usos múltiples en la última planta. Cerca de Puerto Madero, del polo turístico San Telmo y casco antiguo del barrio de Montserrat. Rápido acceso a autopistas, 25 de mayo, Bs As – Plata, acceso a la provincia de Bs As a través del Puente Pueyrredón. EDIFICIO EN CONSTRUCCIÓN.",Departamento - Microcentro,https://thumbs4.properati.com/5/IhzBa3siCoG-bC1UiJ5hjoLnLnU=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/pictures/68256976605187870040628304671610686540484718166218734097428741797463029692954.jpg,True,True,2.0,2.0,,2.0,2.0,False,False,False,False,False,False,False,False,True,False,Capital Federal,1.0986122886681098,1.206948960812582,8.0,2.1972245773362196,True,4.04305126783455,16.346263554338563,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6296877615083525,-0.7256302791069891,-0.23320243523432194,0.48993780341219406,-0.3084153438542431,-0.3446696929585084,2222.137554121115,126661.84058490356,False,False,0.7618711330451134,1.3125579335223165
104438,104438,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5678110235,-58.4489360879",-34.5678110235,-58.4489360879,107000.0,USD,1887961.5,107000.0,38.0,33.0,2815.7894736842104,3242.4242424242425,,,,http://www.properati.com.ar/1btb9_venta_departamento_belgrano_zabala_2400_balcon_garage_subte-linea-d_amarrasoffshore,Quinto piso al frente con increible balcon.Consulte por cocheras.,Departamento - Belgrano,https://thumbs4.properati.com/6/2tzhQcEKDBZCn0Q7uLR3LJVQNoM=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/pictures/20541437106605769600077558385444833251962075336777811700534833701869399674142.jpg,True,True,,,,,3.0,False,False,False,False,False,False,False,False,True,False,Belgrano,1.3862943611198906,1.9218120556728056,5.0,1.791759469228055,True,3.6375861597263857,13.232033069432955,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.3336701714275583,0.2134229262885749,-0.864800265512125,-0.7920975382360894,3226.2413964916095,122597.17306668116,False,False,0.8727770577695312,1.1457679725858052
78075,78075,sell,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,Argentina,Capital Federal,3430348.0,"-34.5442035608,-58.4611105774",-34.5442035608,-58.4611105774,350000.0,USD,6175575.0,350000.0,80.0,76.0,4375.0,4605.263157894737,,,6200.0,http://www.properati.com.ar/1ato3_venta_departamento_nunez_jaramillo_1600_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_vestidor_vista_garage_embassynet_gg2,"Excelente 3 amb con cochera cubierta en Nuñez.El depto dispone de un living amplio, comedor, cocina completa con mesada de granito negro, muebles de diseño moderno, horno y anafes eléctricos de acero inoxidable, lavadero separado, dos baños completos, dos habitaciones de las cuales una es en suite y con vestidor. Se encuentra en un sexto piso con balcòn al contra frente. Cuenta con cochera cubierta, seguridad las 24 hs, 3 ascensores, Sky gym en el ultimo piso con vista al río y la ciudad, Sky Business ( sala de reuniones en ultimo piso), Jacuzzi, Sum ( con espacio indoor y outdoor), Kids club (espacio para chicos y jóvenes con diferentes propuestas y juegos), Piscina , Sector parrilla y Espacio verde con juegos para chicos.",Excelente 3 amb con cochera cubierta en Nuñez.,https://thumbs4.properati.com/6/yI33uybDb_M3G-6HB8BZL3vIxFg=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/water_pics/69907197055740956629407031774639994365372419865227210860381267929037944165546.jpg,True,True,3.0,3.0,3.0,3.0,3.0,True,False,True,False,False,False,False,False,True,False,Nuñez,1.3862943611198906,1.9218120556728056,4.0,1.6094379124341003,True,4.382026634673881,19.202157426991302,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.06366313040823561,0.08908516734035389,0.1567314200752947,0.06564240435602026,3462.143006468797,276971.44051750377,False,False,1.2636681938977063,0.7913469729071536
80540,80540,sell,apartment,Villa Urquiza,|Argentina|Capital Federal|Villa Urquiza|,Argentina,Capital Federal,3433775.0,"-34.579031634,-58.4943599968",-34.579031634,-58.4943599968,78000.0,USD,1376271.0,78000.0,30.0,30.0,2600.0,2600.0,,,1500.0,http://www.properati.com.ar/1awyh_venta_departamento_villa-urquiza_monroe_5800_sum_d-antonio-propiedades,Venta con renta - Departamento monoambiente al frente - Split frio/calor -Sum - Parrrilla -,Monoambiente al frente - sum - Parrilla,https://thumbs4.properati.com/4/Mq4SP1PSbg7maEZlTKbmrDwLhGE=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/pictures/62041482554500979353209046550444204241733106726229849760787974862716925991540.jpg,True,True,,,,,3.0,False,False,False,False,False,False,False,False,False,False,Villa Urquiza,1.3862943611198906,1.9218120556728056,0.0,0.0,False,3.4011973816621555,11.568143629025503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29835701951596716,0.1955983781628041,-0.3525078719637901,-1.0085025601740178,-1.1891762700905095,-1.0311519276623078,2485.988358991527,74579.65076974581,False,False,1.0458616954484545,0.956149368842895
110360,110360,sell,house,Mataderos,|Argentina|Capital Federal|Mataderos|,Argentina,Capital Federal,3430787.0,"-34.6572422,-58.5029706",-34.6572422,-58.5029706,270000.0,USD,4764015.0,270000.0,304.0,280.0,888.1578947368422,964.2857142857144,,6.0,,http://www.properati.com.ar/1c3kn_venta_casa_mataderos_balcon_lavadero_terraza_toilette_luminoso_aire-acondicionado_inmobiliaria-calot_gqe,Muy luminoso. 6 ambientes en dos plantas. Balcón aterrazado al frente. Living comedor. Cocina separada con comedor diario. Lavadero independiente. 8 dormitorios. 2 baños completos con bañera y 2 toilette. Terraza. Aire acondicionado frío/calor. Calefacción por estufa tiro balanceado.- Teléfono:  -  - ,"Casa 304m² 6 ambientes con washing-room, Capital Federal, Mataderos, por U$S 270.000",https://thumbs4.properati.com/0/--OyQ-IjjosHzHcu0jIpydUMsnw=/trim/198x0/smart/filters:strip_icc()/itdriver.ddns.net/websinca/public/images/2057/CLP2057_11.jpg,True,True,6.0,6.0,6.0,6.0,6.0,False,False,False,False,False,True,False,False,False,False,Mataderos,1.9459101490553132,3.7865663081964716,24.0,3.2188758248682006,True,5.717027701406222,32.684405738646106,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1036433446112888,2.5986669776495437,1.2173005060555275,1.1866728948547256,1.9886386522234052,2.002664516501921,1101.300587305196,334795.3785407796,False,False,0.8064627450259527,1.2399828834843687
120372,120372,sell,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,Argentina,Capital Federal,3428113.0,,,,1346500.0,ARS,1332453.88,75516.67,34.0,31.0,2221.0785294117645,43435.48387096774,,,,http://www.properati.com.ar/1chuw_venta_departamento_san-telmo_g-d-devlopers,"Departamento 34m², Capital Federal, San Telmo, por $ 1.346.500",Departamento - San Telmo,,True,True,,,,,3.0,False,False,False,False,False,False,False,False,False,False,San Telmo,1.3862943611198906,1.9218120556728056,3.0,1.3862943611198906,True,3.5263605246161616,12.43521854957117,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.3462286384517128,-0.06309195083504415,-1.0174256456980855,-0.9065775054175984,2293.2417401902367,77970.21916646804,False,False,0.9685322268848613,1.0324901662966344
110445,110445,sell,apartment,Almagro,|Argentina|Capital Federal|Almagro|,Argentina,Capital Federal,3436397.0,"-34.6110583,-58.4201892",-34.611058299999996,-58.420189199999996,590000.0,USD,10410255.0,590000.0,480.0,480.0,1229.1666666666667,1229.1666666666667,,5.0,,http://www.properati.com.ar/1c47i_venta_departamento_caballito_baulera_suite_parrilla_patio_terraza_toilette_luminoso_dependencias_garage_aire-acondicionado_subte-linea-a_inmobiliaria-calot_gqd,"Casa 5 AMBIENTES, muy luminosa. PB: Living comedor. Cocina independiente con comedor diario. Dependencia de servicios. Baulera. COCHERA FIJA Y CUBIERTA. Patio con parrilla. Toilette. PA: Dormitorio principal en suite. 2 dormitorios hiper luminosos. Aire acondicionado Frio/Calor. Calefacción central. Terraza. Baño completo con bañera. - Teléfono:  -  - ",ARANGUREN 100 // MUY LUMINOSO,https://thumbs4.properati.com/7/3hNY_4hcXx68X-m6mtJbdgYAFBM=/trim/198x0/smart/filters:strip_icc()/itdriver.ddns.net/websinca/public/images/3835/ARANGUREN%20(2).jpeg,True,True,2.0,5.0,,5.0,5.0,False,False,False,False,False,True,False,False,True,False,Almagro,1.791759469228055,3.210401995568401,0.0,0.0,False,6.173786103901937,38.115634856732655,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6063626740230428,1.856176450574687,2.473147208470982,-1.0085025601740178,2.615408953556863,2.7829802809556803,1922.9114128115893,922997.4781495628,False,False,0.6392216814967248,1.564402505338242
52829,52829,sell,apartment,Villa Devoto,|Argentina|Capital Federal|Villa Devoto|,Argentina,Capital Federal,3427451.0,"-34.5985903808,-58.5003748971",-34.5985903808,-58.5003748971,115000.0,USD,2029117.5,115000.0,51.0,51.0,2254.901960784314,2254.901960784314,,3.0,,http://www.properati.com.ar/19jwq_venta_departamento_villa-devoto_placard_jose-pintimalli-propiedades_btb,"Departamento de 3 ambientes, disposicion interna. Consta de: Living comedor, cocina con espacio para lavarropas, hall de distribucion, dos dormitorios, uno de ellos con placard, bao completo. .Publicado por Jose Pintimalli propiedades a traves INMOMAP",Departamento 3 ambientes,https://thumbs4.properati.com/2/QWtpQQs-SvyzwrNp0DXKS78OYzk=/trim/198x0/smart/filters:strip_icc()/www.inmomap.com.ar/fotos/1495048493_14950484934efdd2f969559e8b1c92e99f32ded48e.jpg,True,True,3.0,3.0,3.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,Villa Devoto,1.3862943611198906,1.9218120556728056,0.0,0.0,False,3.9318256327243257,15.459252806148044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.29835701951596716,0.1955983781628041,-0.22064396821016738,-1.0085025601740178,-0.4610407240402042,-0.4721083362203183,2290.76968007465,116829.25368380714,False,False,0.984342503045017,1.015906553772236
102640,102640,sell,apartment,Mataderos,|Argentina|Capital Federal|Mataderos|,Argentina,Capital Federal,3430787.0,,,,108000.0,USD,1905606.0,108000.0,41.0,37.0,2634.1463414634145,2918.918918918919,,,,http://www.properati.com.ar/1bqud_venta_departamento_mataderos_balcon_baulera_gimnasio_lavadero_parrilla_piscina_sum_garage_fj-lujan_go1,"Deptos. 2 amb., 42 m2 totales, al frente con balcón, Sum, piscina, cocheras descubiertas y bauleras opcionales, en pleno centro comercial.Un emprendimiento de verdadera distinción, status y calidad.  Cuenta con los máximos servicios: gimnasio, piscina, salón de usos múltiples (SUM) con parrillas, laundry (lavadero). Y además cuenta con dos ascensores de última generación y amplias cocheras fijas en planta baja y subsuelo. Cocheras descubiertas u$s 26.000 y bauleras u$s 5000Forma de pago: 40 % al contado, al boleto y el resto en 12 cuotas . Costos de administración y venta 4 % + IVA. del valor de cierre de la operación. El saldo pendiente de pago al momento de la posesión deberá ser cancelado en forma previa.Aviso legal: Importante: Las medidas, imágenes, videos , superficies, precios y demás características expuestos en éste sitio son aproximados, de carácter ilustrativo y pueden modificarse sin previo aviso parte de las Inmobiliarias.",Departamento - Mataderos,https://thumbs4.properati.com/1/dYogw7kEOQ-lUTElIkEap-IFKK4=/trim/198x0/smart/filters:strip_icc()/tbcn.s3-accelerate.amazonaws.com/pictures/64806473083515997552992190225787339490366505639651388009017848454566442849235.jpg,True,True,2.0,2.0,,2.0,2.0,True,False,False,False,False,False,False,False,True,False,Mataderos,1.0986122886681098,1.206948960812582,4.0,1.6094379124341003,True,3.713572066704308,13.790617494606504,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6296877615083525,-0.7256302791069891,-0.30855323737924917,0.08908516734035389,-0.7605313356940352,-0.7118445746316333,2432.803874460471,99744.95885287931,False,False,1.0827614873178364,0.9235644338229566
